"Date_ID","Lab_ID","Other_Lab_ID","Problems","CRA","Error","DC13","DC13_Error","Date_Method","Calibration_Curve","Local_Reservoir_14Cyr","Local_Reservoir_14Cyr_Error","Material","Species","Site_ID","Phase_ID","Phase_by_Excavator","Site_Context","Sample_ID","Notes"
"VERA-3636","VERA-3636",NULL,NULL,3449,26,"-25",NULL,"AMS","IntCal13",NULL,NULL,"seed","Lolium","EG148","EG148-3","yes","E/1",NULL,NULL
"VERA-3637","VERA-3637",NULL,NULL,3415,26,"-23.4",NULL,"AMS","IntCal13",NULL,NULL,"seed","Lolium","EG148","EG148-3","yes","E/2",NULL,NULL
"VERA-3638","VERA-3638",NULL,NULL,3522,37,NULL,NULL,"AMS","IntCal13",NULL,NULL,"seed","cf Lolium","EG148","EG148-3","yes","H",NULL,NULL
"VERA-3639","VERA-3639",NULL,NULL,3553,25,NULL,NULL,"AMS","IntCal13",NULL,NULL,"seed","Lolium","EG148","EG148-3","yes","H",NULL,NULL
"VERA-3640","VERA-3640",NULL,NULL,3530,38,NULL,NULL,"AMS","IntCal13",NULL,NULL,"seed","Lolium","EG148","EG148-3","yes","G/4",NULL,NULL
"VERA-3641","VERA-3641",NULL,NULL,3739,38,NULL,NULL,"AMS","IntCal13",NULL,NULL,"seed","cf Lolium","EG148","EG148-2","yes","N/2–3",NULL,NULL
"VERA-3642","VERA-3642",NULL,NULL,3447,25,NULL,NULL,"AMS","IntCal13",NULL,NULL,"seed","Lolium","EG148","EG148-3","yes","G/1-3",NULL,NULL
"VERA-3643","VERA-3643",NULL,NULL,3450,26,NULL,NULL,"AMS","IntCal13",NULL,NULL,"seed","Poaceae","EG148","EG148-3","yes","F-E/3",NULL,NULL
"VERA-3644","VERA-3644",NULL,NULL,3641,36,NULL,NULL,"AMS","IntCal13",NULL,NULL,"seed","Lolium","EG148","EG148-3","yes","G/1-3",NULL,NULL
"VERA-3645","VERA-3645",NULL,NULL,3351,38,"-21.8",NULL,"AMS","IntCal13",NULL,NULL,"seed","Lolium","EG148","EG148-3","yes","D/3-D/2",NULL,NULL
"VERA-3724","VERA-3724",NULL,NULL,3320,29,"-21.4",NULL,"AMS","IntCal13",NULL,NULL,"seed","Lolium","EG148","EG148-4","yes","C/2-3",NULL,NULL
"VERA-3725","VERA-3725",NULL,NULL,3336,29,"-26.3",NULL,"AMS","IntCal13",NULL,NULL,"seed","Lolium","EG148","EG148-4","yes","C/2-3",NULL,NULL
"OxA-15901","OxA-15901",NULL,NULL,3479,33,"-22.9",NULL,"AMS","IntCal13",NULL,NULL,"seed","Lolium","EG148","EG148-3","yes","D/2",NULL,NULL
"OxA-15948","OxA-15948",NULL,NULL,3511,32,"-22.9",NULL,"AMS","IntCal13",NULL,NULL,"grain","Cerealia","EG148","EG148-3","yes","E/1",NULL,NULL
"OxA-15949","OxA-15949",NULL,NULL,3437,30,"-23.7",NULL,"AMS","IntCal13",NULL,NULL,"grain","Cerealia","EG148","EG148-3","yes","E/1",NULL,NULL
"OxA-15950c","OxA-15950c",NULL,NULL,3490,32,NULL,NULL,"AMS","IntCal13",NULL,NULL,"seed","Lolium","EG148","EG148-3","yes","H",NULL,NULL
"OxA-15951","OxA-15951",NULL,NULL,3522,32,NULL,NULL,"AMS","IntCal13",NULL,NULL,"seed","Lolium","EG148","EG148-3","yes","H",NULL,NULL
"OxA-15952","OxA-15952",NULL,NULL,3577,32,NULL,NULL,"AMS","IntCal13",NULL,NULL,"seed","Lolium","EG148","EG148-3","yes","H",NULL,NULL
"OxA-15953","OxA-15953",NULL,NULL,3392,31,"-22.4",NULL,"AMS","IntCal13",NULL,NULL,"seed","Lolium","EG148","EG148-3","yes","D/2",NULL,NULL
"OxA-15954","OxA-15954",NULL,NULL,3532,34,NULL,NULL,"AMS","IntCal13",NULL,NULL,"seed","Lolium","EG148","EG148-3","yes","G/4",NULL,NULL
"OxA-15955c","OxA-15955c",NULL,NULL,3530,32,NULL,NULL,"AMS","IntCal13",NULL,NULL,"seed","Lolium","EG148","EG148-3","yes","G/4",NULL,NULL
"OxA-15956","OxA-15956",NULL,NULL,3504,32,NULL,NULL,"AMS","IntCal13",NULL,NULL,"seed","Lolium","EG148","EG148-3","yes","G/4",NULL,NULL
"OxA-15957","OxA-15957",NULL,NULL,3322,31,"-22.4",NULL,"AMS","IntCal13",NULL,NULL,"seed","Lolium","EG148","EG148-4","yes","C/2-3",NULL,NULL
"OxA-15958c","OxA-15958c",NULL,NULL,3287,33,"-22.4",NULL,"AMS","IntCal13",NULL,NULL,"seed","Lolium","EG148","EG148-4","yes","C/2-3",NULL,NULL
"OxA-15959","OxA-15959",NULL,NULL,3296,31,"-23.4",NULL,"AMS","IntCal13",NULL,NULL,"seed","Lolium","EG148","EG148-4","yes","C/2-3",NULL,NULL
"OxA-15978c","OxA-15978c",NULL,NULL,3589,32,NULL,NULL,"AMS","IntCal13",NULL,NULL,"seed","Lolium","EG148","EG148-3","yes","H",NULL,NULL
"OxA-15979c","OxA-15979c",NULL,NULL,3383,30,"-22.9",NULL,"AMS","IntCal13",NULL,NULL,"seed","Lolium","EG148","EG148-3","yes","D/2",NULL,NULL
"OxA-15980c","OxA-15980c",NULL,NULL,3392,31,"-22.6",NULL,"AMS","IntCal13",NULL,NULL,"seed","Lolium","EG148","EG148-3","yes","D/2",NULL,NULL
"OxA-15981c","OxA-15981c",NULL,NULL,3570,30,NULL,NULL,"AMS","IntCal13",NULL,NULL,"seed","Lolium","EG148","EG148-3","yes","G/4",NULL,NULL
"BM-1726N","BM-1726N",NULL,NULL,3490,50,"-26.4",NULL,"LSC","IntCal13",NULL,NULL,"charcoal",NULL,"EG148","EG148-3","no",NULL,NULL,NULL
"BM-1727","BM-1727",NULL,NULL,3180,50,"-21",NULL,"LSC","IntCal13",NULL,NULL,"charcoal",NULL,"EG148","EG148-4","no",NULL,NULL,NULL
"BM-1728","BM-1728",NULL,NULL,3880,70,"-26.9",NULL,"LSC","IntCal13",NULL,NULL,"charcoal",NULL,"EG148","EG148-1","no",NULL,NULL,NULL
"BM-1165","BM-1165",NULL,NULL,3400,113,"-19.7",NULL,"LSC","IntCal13",NULL,NULL,"charcoal",NULL,"EG148","EG148-3","no","AII-n11, layer above St G, W sec","Sample 43",NULL
"BM-1225","BM-1225",NULL,NULL,3436,43,"-24.8",NULL,"LSC","IntCal13",NULL,NULL,"charcoal",NULL,"EG148","EG148-3","no","Conflagration layer",NULL,NULL
"P-2049","P-2049",NULL,NULL,5010,70,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone","Hippopotamus amphibus","EG151","EG151-1","unique",NULL,NULL,NULL
"BM-79","BM-79",NULL,NULL,2130,150,NULL,NULL,NULL,"IntCal13",NULL,NULL,"plant remains","papyrus","EG150","EG150-1","no",NULL,NULL,NULL
"A-219","A-219",NULL,NULL,4240,150,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood","Acacia","EG100","EG100-1","no",NULL,NULL,NULL
"A-520","A-520",NULL,"ConflictDate",3720,80,"-26",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG052","EG052-1","no",NULL,NULL,"CalPal reports the date 3810±80 bp"
"A-569","A-569",NULL,NULL,4200,90,NULL,NULL,NULL,"IntCal13",NULL,NULL,"textile","Linum","EG142","EG142-1","no",NULL,NULL,NULL
"Birm-20","Birm-20","Birm-20a",NULL,4224,97,NULL,NULL,NULL,"IntCal13",NULL,NULL,"textile","Linum","EG142","EG142-1","no",NULL,NULL,NULL
"Birm-20b","Birm-20b",NULL,NULL,4206,68,NULL,NULL,NULL,"IntCal13",NULL,NULL,"textile","Linum","EG142","EG142-1","no",NULL,NULL,NULL
"BM-203","BM-203",NULL,NULL,4150,110,NULL,NULL,"GPC","IntCal13",NULL,NULL,"textile","Linum","EG142","EG142-1","no",NULL,NULL,NULL
"BM-248","BM-248",NULL,NULL,4160,110,NULL,NULL,"GPC","IntCal13",NULL,NULL,"textile","Linum","EG142","EG142-1","no",NULL,NULL,NULL
"LJ-1448","LJ-1448",NULL,NULL,4388,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"textile","Linum","EG142","EG142-1","no",NULL,NULL,NULL
"NPL-5","NPL-5",NULL,NULL,4310,90,"-25",NULL,NULL,"IntCal13",NULL,NULL,"textile","Linum","EG142","EG142-1","no",NULL,NULL,NULL
"UCLA-739","UCLA-739",NULL,NULL,4265,80,NULL,NULL,NULL,"IntCal13",NULL,NULL,"textile","Linum","EG142","EG142-1","no",NULL,NULL,NULL
"OxA-566","OxA-566",NULL,NULL,4390,130,NULL,NULL,NULL,"IntCal13",NULL,NULL,"bone (animal)","Equus asinus","EG143","EG143-1","unique",NULL,NULL,NULL
"TB-38","TB-38",NULL,NULL,4330,160,NULL,NULL,NULL,"IntCal13",NULL,NULL,"textile","Linum","EG142","EG142-1","no",NULL,NULL,NULL
"ANTW-104","ANTW-104",NULL,NULL,4390,140,NULL,NULL,NULL,"IntCal13",NULL,NULL,"textile","Linum","EG142","EG142-1","no",NULL,NULL,NULL
"BM-1496","BM-1496",NULL,NULL,3700,40,"-24.1",NULL,"LSC","IntCal13",NULL,NULL,"textile","Linum","EG145","EG145-1","unique",NULL,"Sample UC28616",NULL
"BM-1497","BM-1497",NULL,NULL,3850,50,"-24.5",NULL,"LSC","IntCal13",NULL,NULL,"textile","Linum","EG142","EG142-2","no",NULL,"Sample UC28614",NULL
"Fra-51","Fra-51",NULL,NULL,4245,120,NULL,NULL,NULL,"IntCal13",NULL,NULL,"textile","Linum","EG142","EG142-1","no",NULL,NULL,NULL
"LJ-1288","LJ-1288",NULL,NULL,4370,50,NULL,NULL,NULL,"IntCal13",NULL,NULL,"textile","Linum","EG142","EG142-1","no",NULL,NULL,NULL
"OxA-18555","OxA-18555",NULL,NULL,4115,30,"-7.8",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Cyperaceae","EG142","EG142-1","no","Intrusuive burial","Sample BM52887",NULL
"OxA-19142","OxA-19142",NULL,NULL,4139,29,"-22.4",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Juncaceae","EG144","EG144-1","no",NULL,"Sample MM5462C",NULL
"OxA-19542","OxA-19542",NULL,NULL,3954,27,"-7.8",NULL,"AMS","IntCal13",NULL,NULL,"plant matter","Arecaceae","EG146","EG146-1","unique",NULL,"Sample 12.187.54",NULL
"OxA-18060","OxA-18060",NULL,NULL,4329,30,"-24.7",NULL,"AMS","IntCal13",NULL,NULL,"textile",NULL,"EG160","EG160-1","unique",NULL,"Sample 1913.66.51",NULL
"OxA-18061","OxA-18061",NULL,NULL,4394,31,"-24.3",NULL,"AMS","IntCal13",NULL,NULL,"textile",NULL,"EG141","EG141-1","no",NULL,"Sample 1913.66.30",NULL
"OxA-18062","OxA-18062",NULL,NULL,4315,31,"-24.3",NULL,"AMS","IntCal13",NULL,NULL,"textile",NULL,"EG141","EG141-1","no",NULL,"Sample 1913.66.50",NULL
"BC-41","BC-41",NULL,NULL,2710,80,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG083","EG083-1","unique",NULL,"Sample  No. 37.443E",NULL
"BM-1099","BM-1099",NULL,NULL,2477,42,NULL,NULL,"LSC","IntCal13",NULL,NULL,"plant matter (root)",NULL,"EG084","EG084-1","no",NULL,NULL,NULL
"BM-1211","BM-1211",NULL,NULL,2867,65,"-23.7",NULL,"LSC","IntCal13",NULL,NULL,"plant matter",NULL,"EG093","EG093-1","no",NULL,NULL,NULL
"BM-1370","BM-1370",NULL,NULL,3032,57,"-22.8",NULL,"LSC","IntCal13",NULL,NULL,"plant matter",NULL,"EG093","EG093-1","no",NULL,NULL,NULL
"BM-1420","BM-1420",NULL,NULL,3420,80,"-17.100000000000001",NULL,"LSC","IntCal13",NULL,NULL,"hair (animal)",NULL,"EG039","EG039-1","no",NULL,NULL,NULL
"BM-1641","BM-1641",NULL,NULL,2910,40,"-24,5",NULL,"LSC","IntCal13",NULL,NULL,"charcoal",NULL,"EG093","EG093-1","no",NULL,NULL,NULL
"BM-22","BM-22",NULL,NULL,3530,150,NULL,NULL,"GPC","IntCal13",NULL,NULL,"wood","Cedrus","EG011","EG011-1","no","Funerary ship of Senusret III",NULL,NULL
"BM-228","BM-228",NULL,NULL,4300,65,"-23.2","1.0","GPC","IntCal13",NULL,NULL,"plant matter",NULL,"EG107","EG107-1","no",NULL,"Sakkara 10/66","The date reported by Hassan 1980 is wrong (he inverted it with sample UCLA-1200)"
"BM-229","BM-229",NULL,NULL,4520,65,"-21.8","1.0","GPC","IntCal13",NULL,NULL,"wood",NULL,"EG109","EG109-1","no",NULL,"Sakkara 1/66",NULL
"BM-230","BM-230",NULL,NULL,4380,65,"-23.7","1.0","GPC","IntCal13",NULL,NULL,"plant matter",NULL,"EG104","EG104-1","no",NULL,"Sakkara 11/66",NULL
"BM-231","BM-231",NULL,NULL,4270,65,"-23.9","1.0","GPC","IntCal13",NULL,NULL,"plant matter",NULL,"EG111","EG111-1","no",NULL,"Sakkara 2/66",NULL
"BM-232","BM-232",NULL,NULL,4230,65,"-23.1","1.0","GPC","IntCal13",NULL,NULL,"plant matter",NULL,"EG105","EG105-1","no",NULL,"Sakkara 12/66",NULL
"BM-233","BM-233",NULL,NULL,4000,65,"-23","1.0","GPC","IntCal13",NULL,NULL,"plant matter","Poaceae/Cyperaceae","EG103","EG103-1","no",NULL,"Sakkara 13/66",NULL
"BM-234","BM-234",NULL,NULL,3790,65,"-25.1","1.0","GPC","IntCal13",NULL,NULL,"wood","Acacia","EG113","EG113-1","no",NULL,"Sakkara 4/66",NULL
"BM-235","BM-235",NULL,NULL,4070,65,"-23.7","1.0","GPC","IntCal13",NULL,NULL,"plant matter","Poaceae/Cyperaceae","EG106","EG106-1","no",NULL,"Sakkara 3/66",NULL
"BM-236","BM-236",NULL,NULL,3840,65,"-24.8","1.0","GPC","IntCal13",NULL,NULL,"textile","Linum","EG119","EG119-1","no",NULL,"Sakkara 6/66",NULL
"BM-237","BM-237",NULL,NULL,3720,110,NULL,NULL,"GPC","IntCal13",NULL,NULL,"bone collagen (human)","Homo sapiens","EG118","EG118-1","no",NULL,"Sakkara 7/66",NULL
"BM-238","BM-238",NULL,NULL,3580,65,"-12","1.0","GPC","IntCal13",NULL,NULL,"plant matter",NULL,"EG042","EG042-1","no",NULL,"El Lahun 15/66",NULL
"BM-27","BM-27",NULL,NULL,4100,150,NULL,NULL,"GPC","IntCal13",NULL,NULL,"wood","Acacia","EG104","EG104-1","no",NULL,NULL,NULL
"BM-280","BM-280",NULL,NULL,3550,65,"-11.1","1.0","LSC","IntCal13",NULL,NULL,"plant matter",NULL,"EG042","EG042-1","no",NULL,"El Lahun 15/66",NULL
"BM-319","BM-319",NULL,NULL,4225,70,"-28.4",NULL,"LSC","IntCal13",NULL,NULL,"wood",NULL,"EG110","EG110-1","no",NULL,NULL,NULL
"BM-320","BM-320",NULL,NULL,4206,80,"-25.2",NULL,"LSC","IntCal13",NULL,NULL,"wood",NULL,"EG110","EG110-1","no",NULL,NULL,NULL
"BM-321","BM-321",NULL,NULL,4496,80,"-25.4",NULL,"LSC","IntCal13",NULL,NULL,"wood",NULL,"EG110","EG110-1","no",NULL,NULL,NULL
"BM-322","BM-322",NULL,NULL,4349,70,"-24.5",NULL,"LSC","IntCal13",NULL,NULL,"wood",NULL,"EG110","EG110-1","no",NULL,NULL,NULL
"BM-323","BM-323",NULL,NULL,4342,70,"-26.3",NULL,"LSC","IntCal13",NULL,NULL,"wood","Acacia","EG104","EG104-1","no",NULL,NULL,NULL
"BM-324","BM-324",NULL,NULL,3974,70,"-23.4",NULL,"LSC","IntCal13",NULL,NULL,"wood","Juniperus","EG012","EG012-1","no",NULL,NULL,NULL
"BM-325","BM-325",NULL,NULL,3852,80,"-26",NULL,"LSC","IntCal13",NULL,NULL,"wood","Cupressus","EG012","EG012-1","no",NULL,NULL,NULL
"BM-330","BM-330",NULL,NULL,3770,115,"-22.9",NULL,"LSC","IntCal13",NULL,NULL,"wood",NULL,"EG096","EG096-1","no",NULL,NULL,"Derricourt 1970 reports the date as 3730±14"
"BM-331","BM-331",NULL,NULL,3770,85,"-22.8",NULL,"LSC","IntCal13",NULL,NULL,"wood","Pinus","EG102","EG102-1","no",NULL,NULL,"Derricourt 1970 reports the date as 3740±115"
"BM-332","BM-332",NULL,NULL,3990,105,"-16,5",NULL,"LSC","IntCal13",NULL,NULL,"plant matter","Stipa tenacissima/Lygeumrtum","EG028","EG028-1","no","rope from Funerary ship of Khufu",NULL,"Derricourt 1971 reports the date as 3850±130"
"BM-346","BM-346",NULL,NULL,3860,60,"-25.6",NULL,"LSC","IntCal13",NULL,NULL,"plant matter","Poaceae/Cyperaceae","EG117","EG117-1","unique",NULL,NULL,"Derricourt reports the error as ±110"
"BM-401","BM-401",NULL,NULL,3892,64,"-25.5",NULL,"LSC","IntCal13",NULL,NULL,"wood","Acacia","EG006","EG006-1","no",NULL,NULL,NULL
"BM-507","BM-507",NULL,NULL,4047,60,"-26.4",NULL,"LSC","IntCal13",NULL,NULL,"plant matter","Poaceae/Cyperaceae","EG085","EG085-4","no",NULL,"Sample Saqqara Early Dyn/Old Kingdom mastabas",NULL
"BM-508","BM-508",NULL,NULL,4106,60,"-27",NULL,"LSC","IntCal13",NULL,NULL,"plant matter","Linum","EG085","EG085-4","no",NULL,NULL,NULL
"BM-510","BM-510",NULL,NULL,2361,60,"-23.1",NULL,"LSC","IntCal13",NULL,NULL,"seeds",NULL,"EG084","EG084-1","no",NULL,NULL,NULL
"BM-511","BM-511",NULL,NULL,2972,60,"-26.1",NULL,"LSC","IntCal13",NULL,NULL,"wood","Pinus","EG085","EG085-5","no",NULL,NULL,NULL
"BM-512","BM-512",NULL,NULL,2910,50,"-24.8",NULL,"LSC","IntCal13",NULL,NULL,"plant matter","Arecaceae","EG085","EG085-5","no",NULL,NULL,NULL
"BM-82","BM-82",NULL,NULL,3950,150,NULL,NULL,"GPC","IntCal13",NULL,NULL,"wood",NULL,"EG005","EG005-1","no",NULL,NULL,NULL
"C-1","C-1",NULL,NULL,3979,350,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG100","EG100-1","no",NULL,NULL,NULL
"C-12","C-12",NULL,NULL,4802,210,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG057","EG057-1","no",NULL,NULL,NULL
"C-267","C-267",NULL,NULL,4883,200,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG104","EG104-1","no",NULL,NULL,NULL
"C-81","C-81",NULL,NULL,3621,180,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood","Cedrus","EG011","EG011-1","no","Funerary ship of Senusret III",NULL,NULL
"C-82","C-82",NULL,NULL,3621,180,NULL,NULL,NULL,"IntCal13",NULL,NULL,"unknown",NULL,"EG011","EG011-1","no","Funerary ship of Senusret III",NULL,NULL
"CRCA-43","CRCA-43",NULL,NULL,4750,200,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG026","EG026-1","no",NULL,NULL,NULL
"CU-413","CU-413",NULL,NULL,2360,170,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG006","EG006-3","no",NULL,NULL,NULL
"CU-415","CU-415",NULL,NULL,3290,170,NULL,NULL,NULL,"IntCal13",NULL,NULL,"wood",NULL,"EG006","EG006-2","no",NULL,NULL,NULL
"CU-437","CU-437",NULL,NULL,2490,150,NULL,NULL,NULL,"IntCal13",NULL,NULL,"textile",NULL,"EG006","EG006-3","no",NULL,NULL,NULL
"CU-484","CU-484",NULL,NULL,2450,150,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG093","EG093-1","no",NULL,NULL,NULL
"CU-488","CU-488",NULL,NULL,2790,150,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG093","EG093-1","no",NULL,NULL,NULL
"CU-489","CU-489",NULL,NULL,4360,160,NULL,NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG093","EG093-1","no",NULL,NULL,NULL
"CU-490","CU-490",NULL,NULL,2540,220,NULL,NULL,NULL,"IntCal13",NULL,NULL,"textile","Linum","EG093","EG093-1","no",NULL,NULL,NULL
"DRI-2947","DRI-2947",NULL,NULL,3580,104,"-25.1",NULL,NULL,"IntCal13",NULL,NULL,"plant matter",NULL,"EG042","EG042-1","no",NULL,NULL,NULL
"DRI-2948","DRI-2948",NULL,NULL,3442,41,"-24.2",NULL,NULL,"IntCal13",NULL,NULL,"plant matter",NULL,"EG010","EG010-1","no",NULL,"straw from mudbrick from the pyramid",NULL
"DRI-2958","DRI-2958",NULL,NULL,4452,73,"-19.600000000000001",NULL,NULL,"IntCal13",NULL,NULL,"humates",NULL,"EG010","EG010-1","no",NULL,"same mudbrick sample for DRI-2948",NULL
"DRI-2968","DRI-2968",NULL,NULL,4486,89,"-23.2",NULL,NULL,"IntCal13",NULL,NULL,"plant matter",NULL,"EG110","EG110-1","no",NULL,NULL,NULL
"DRI-2969","DRI-2969",NULL,NULL,4258,89,"-22.5",NULL,NULL,"IntCal13",NULL,NULL,"plant matter",NULL,"EG003","EG003-1","no",NULL,NULL,NULL
"DRI-2970","DRI-2970",NULL,NULL,4346,36,"-22.7",NULL,NULL,"IntCal13",NULL,NULL,"plant matter","Poaceae/Cyperaceae","EG085","EG085-1","no",NULL,NULL,NULL
"DRI-2971","DRI-2971",NULL,NULL,4342,70,"-19.7",NULL,NULL,"IntCal13",NULL,NULL,"sediment",NULL,"EG042","EG042-1","no",NULL,NULL,NULL
"ETH-0226","ETH-0226",NULL,NULL,4350,125,"-24.8",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG029","EG029-1","no",NULL,NULL,NULL
"ETH-0227","ETH-0227",NULL,NULL,4360,125,"-26.6",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG029","EG029-1","no",NULL,NULL,NULL
"ETH-0228","ETH-0228",NULL,NULL,4160,125,"-26.9",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG032","EG032-1","no",NULL,NULL,NULL
"ETH-0229","ETH-0229",NULL,NULL,4310,135,"-22",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG030","EG030-1","no",NULL,NULL,NULL
"ETH-0230","ETH-0230",NULL,NULL,4350,170,"-20.100000000000001",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG081","EG081-1","no",NULL,NULL,NULL
"ETH-0231","ETH-0231",NULL,NULL,4210,105,"-25.1",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG101","EG101-1","no",NULL,NULL,NULL
"ETH-0233","ETH-0233",NULL,NULL,4380,150,"-25.9",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG082","EG082-1","no",NULL,NULL,NULL
"ETH-0302","ETH-0302",NULL,NULL,4260,80,"-24.3",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG029","EG029-1","no",NULL,NULL,NULL
"ETH-0303","ETH-0303",NULL,NULL,4300,90,"-25.4",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG029","EG029-1","no",NULL,NULL,NULL
"ETH-0304","ETH-0304",NULL,NULL,4245,85,"-24.2",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG029","EG029-1","no",NULL,NULL,NULL
"ETH-0305","ETH-0305",NULL,NULL,4355,90,"-23.5",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG029","EG029-1","no",NULL,NULL,NULL
"ETH-0306","ETH-0306",NULL,NULL,4320,85,"-25",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG029","EG029-1","no",NULL,NULL,NULL
"ETH-0307","ETH-0307",NULL,NULL,4440,90,"-21.4",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG029","EG029-1","no",NULL,NULL,NULL
"ETH-0308","ETH-0308",NULL,NULL,4300,85,"-24.1",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG029","EG029-1","no",NULL,NULL,NULL
"ETH-0309","ETH-0309",NULL,NULL,4420,100,"-23.9",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG029","EG029-1","no",NULL,NULL,NULL
"ETH-0311","ETH-0311",NULL,NULL,4395,85,"-24.5",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG029","EG029-1","no",NULL,NULL,NULL
"ETH-0312","ETH-0312",NULL,NULL,5020,130,"-22.6",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG029","EG029-1","no",NULL,NULL,NULL
"ETH-0313","ETH-0313",NULL,NULL,4330,125,"-24.7",NULL,NULL,"IntCal13",NULL,NULL,"plant matter","Poaceae/Cyperaceae","EG029","EG029-1","no",NULL,NULL,NULL
"ETH-0314","ETH-0314",NULL,NULL,4440,85,"-24.6",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG027","EG027-1","no",NULL,NULL,NULL
"ETH-0315","ETH-0315",NULL,NULL,4235,90,"-21.9",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG027","EG027-1","no",NULL,NULL,NULL
"ETH-0316","ETH-0316",NULL,NULL,4500,90,"-23.9",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG027","EG027-1","no",NULL,NULL,NULL
"ETH-0317","ETH-0317",NULL,NULL,4385,85,"-25",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG002","EG002-1","no",NULL,NULL,NULL
"ETH-0318","ETH-0318",NULL,NULL,4230,85,"-25",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG002","EG002-1","no",NULL,NULL,NULL
"ETH-0319","ETH-0319",NULL,NULL,4495,100,"-22.6",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG002","EG002-1","no",NULL,NULL,NULL
"ETH-0320","ETH-0320",NULL,NULL,4360,85,"-24.6",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG002","EG002-1","no",NULL,NULL,NULL
"ETH-0321","ETH-0321",NULL,NULL,4410,95,"-23.7",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG002","EG002-1","no",NULL,NULL,NULL
"ETH-0322","ETH-0322",NULL,NULL,4475,95,"-26.1",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG027","EG027-1","no",NULL,NULL,NULL
"ETH-0323","ETH-0323",NULL,NULL,4510,100,"-27.3",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG092","EG092-1","no",NULL,NULL,NULL
"ETH-0324","ETH-0324",NULL,NULL,4290,100,"-22.9",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG116","EG116-1","no",NULL,NULL,NULL
"ETH-0325","ETH-0325",NULL,NULL,4545,80,"-25",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG099","EG099-1","no",NULL,NULL,NULL
"ETH-0326","ETH-0326",NULL,NULL,4410,85,"-23",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG122","EG122-1","no",NULL,NULL,NULL
"ETH-0327","ETH-0327",NULL,NULL,4290,100,"-17.399999999999999",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG122","EG122-1","no",NULL,NULL,NULL
"ETH-0328","ETH-0328",NULL,NULL,4470,80,"-24",NULL,NULL,"IntCal13",NULL,NULL,"charcoal",NULL,"EG122","EG122-1","no",NULL,NULL,NULL
